District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
1,2,2013-14,Poverty,Poverty,103940,8294,95646,92.0,612,192,31.4
1,2,2014-15,Poverty,Not Poverty,59365,2426,56939,95.9,332,21,6.3
1,2,2014-15,Poverty,Poverty,102028,7504,94524,92.6,594,158,26.6
1,2,2015-16,Poverty,Not Poverty,58605,2298,56307,96.1,336,22,6.5
1,2,2015-16,Poverty,Poverty,100405,6694,93711,93.3,596,150,25.2
1,2,2016-17,Poverty,Not Poverty,60634,2626,58008,95.7,352,35,9.9
1,2,2016-17,Poverty,Poverty,95689,7057,88632,92.6,570,151,26.5
1,2,2017-18,Poverty,Not Poverty,59345,2661,56684,95.5,338,32,9.5
1,2,2017-18,Poverty,Poverty,93383,7785,85598,91.7,553,176,31.8
1,2,2018-19,Poverty,Not Poverty,54254,2265,51989,95.8,310,20,6.5
1,2,2018-19,Poverty,Poverty,91675,8063,83612,91.2,542,191,35.2
1,3,2013-14,Poverty,Not Poverty,59445,2595,56850,95.6,337,31,9.2
1,3,2013-14,Poverty,Poverty,110924,7911,103013,92.9,650,169,26.0
1,3,2014-15,Poverty,Not Poverty,59282,2539,56743,95.7,337,28,8.3
1,3,2014-15,Poverty,Poverty,98557,6864,91693,93.0,572,154,26.9
1,3,2015-16,Poverty,Not Poverty,57535,2348,55187,95.9,329,24,7.3
1,3,2015-16,Poverty,Poverty,94699,5943,88756,93.7,562,123,21.9
1,3,2016-17,Poverty,Not Poverty,58516,2500,56016,95.7,342,39,11.4
1,3,2016-17,Poverty,Poverty,93526,6542,86984,93.0,566,150,26.5
1,3,2017-18,Poverty,Not Poverty,55506,2150,53356,96.1,318,21,6.6
1,3,2017-18,Poverty,Poverty,97197,7138,90059,92.7,574,166,28.9
1,3,2018-19,Poverty,Not Poverty,58000,2425,55575,95.8,331,21,6.3
1,3,2018-19,Poverty,Poverty,91871,8176,83695,91.1,545,207,38.0
1,4,2013-14,Poverty,Not Poverty,55437,1960,53477,96.5,314,18,5.7
1,4,2013-14,Poverty,Poverty,113623,7650,105973,93.3,657,148,22.5
1,4,2014-15,Poverty,Not Poverty,59623,2294,57329,96.2,332,26,7.8
1,4,2014-15,Poverty,Poverty,107883,6961,100922,93.5,617,141,22.9
1,4,2015-16,Poverty,Not Poverty,54705,1915,52790,96.5,317,18,5.7
1,4,2015-16,Poverty,Poverty,94495,6286,88209,93.3,558,144,25.8
1,4,2016-17,Poverty,Not Poverty,55526,1990,53536,96.4,323,21,6.5
1,4,2016-17,Poverty,Poverty,91119,6069,85050,93.3,538,118,21.9
1,4,2017-18,Poverty,Not Poverty,53598,1770,51828,96.7,305,15,4.9
1,4,2017-18,Poverty,Poverty,95901,6917,88984,92.8,561,151,26.9
1,4,2018-19,Poverty,Not Poverty,55833,1978,53855,96.5,317,23,7.3
1,4,2018-19,Poverty,Poverty,94352,6923,87429,92.7,553,150,27.1
1,5,2013-14,Poverty,Not Poverty,50115,2223,47892,95.6,283,25,8.8
1,5,2013-14,Poverty,Poverty,104514,6902,97612,93.4,607,140,23.1
1,5,2014-15,Poverty,Not Poverty,57109,2196,54913,96.2,318,15,4.7
1,5,2014-15,Poverty,Poverty,108989,6962,102027,93.6,618,138,22.3
1,5,2015-16,Poverty,Not Poverty,59657,2603,57054,95.6,342,27,7.9
1,5,2015-16,Poverty,Poverty,100822,6258,94564,93.8,580,124,21.4
1,5,2016-17,Poverty,Not Poverty,51472,2112,49360,95.9,297,22,7.4
1,5,2016-17,Poverty,Poverty,89018,5910,83108,93.4,518,125,24.1
1,5,2017-18,Poverty,Not Poverty,52531,2117,50414,96.0,301,25,8.3
1,5,2017-18,Poverty,Poverty,91993,6391,85602,93.1,540,131,24.3
1,5,2018-19,Poverty,Not Poverty,53190,2072,51118,96.1,302,25,8.3
1,5,2018-19,Poverty,Poverty,94420,7238,87182,92.3,551,166,30.1
1,6,2013-14,Poverty,Not Poverty,48664,2014,46650,95.9,275,20,7.3
1,6,2013-14,Poverty,Poverty,87161,5983,81178,93.1,513,117,22.8
1,6,2014-15,Poverty,Not Poverty,48785,1771,47014,96.4,272,10,3.7
1,6,2014-15,Poverty,Poverty,101739,6628,95111,93.5,582,126,21.6
1,6,2015-16,Poverty,Not Poverty,54116,2148,51968,96.0,307,24,7.8
1,6,2015-16,Poverty,Poverty,98729,5709,93020,94.2,579,113,19.5
1,6,2016-17,Poverty,Not Poverty,52510,2245,50265,95.7,300,22,7.3
1,6,2016-17,Poverty,Poverty,93762,6177,87585,93.4,546,119,21.8
1,6,2017-18,Poverty,Not Poverty,44188,1545,42643,96.5,250,16,6.4
1,6,2017-18,Poverty,Poverty,97243,6827,90416,93.0,570,150,26.3
1,6,2018-19,Poverty,Not Poverty,43001,1391,41610,96.8,247,15,6.1
1,6,2018-19,Poverty,Poverty,91107,6629,84478,92.7,530,131,24.7
1,7,2013-14,Poverty,Not Poverty,44408,1523,42885,96.6,250,8,3.2
1,7,2013-14,Poverty,Poverty,108208,7759,100449,92.8,626,152,24.3
1,7,2014-15,Poverty,Not Poverty,46271,1662,44609,96.4,259,19,7.3
1,7,2014-15,Poverty,Poverty,90369,6155,84214,93.2,517,122,23.6
1,7,2015-16,Poverty,Not Poverty,45228,1479,43749,96.7,261,18,6.9
1,7,2015-16,Poverty,Poverty,101507,6531,94976,93.6,590,124,21.0
1,7,2016-17,Poverty,Not Poverty,54385,2061,52324,96.2,313,30,9.6
1,7,2016-17,Poverty,Poverty,93271,6302,86969,93.2,545,115,21.1
1,7,2017-18,Poverty,Not Poverty,49301,1515,47786,96.9,280,18,6.4
1,7,2017-18,Poverty,Poverty,92740,7060,85680,92.4,539,143,26.5
1,7,2018-19,Poverty,Not Poverty,45227,1413,43814,96.9,256,16,6.3
1,7,2018-19,Poverty,Poverty,95293,7467,87826,92.2,552,151,27.4
1,8,2013-14,Poverty,Not Poverty,49947,2519,47428,95.0,280,35,12.5
1,8,2013-14,Poverty,Poverty,111862,9086,102776,91.9,641,175,27.3
1,8,2014-15,Poverty,Not Poverty,48309,2012,46297,95.8,270,20,7.4
1,8,2014-15,Poverty,Poverty,105071,7651,97420,92.7,598,133,22.2
1,8,2015-16,Poverty,Not Poverty,49145,2099,47046,95.7,283,27,9.5
1,8,2015-16,Poverty,Poverty,91390,7073,84317,92.3,532,144,27.1
1,8,2016-17,Poverty,Not Poverty,47319,2149,45170,95.5,273,26,9.5
1,8,2016-17,Poverty,Poverty,99881,7214,92667,92.8,578,137,23.7
1,8,2017-18,Poverty,Not Poverty,49094,2075,47019,95.8,280,25,8.9
1,8,2017-18,Poverty,Poverty,101004,7688,93316,92.4,587,147,25.0
1,8,2018-19,Poverty,Not Poverty,47034,2106,44928,95.5,268,28,10.4
1,8,2018-19,Poverty,Poverty,92478,7301,85177,92.1,537,158,29.4
1,9,2013-14,Poverty,Not Poverty,34061,2477,31584,92.7,216,34,15.7
1,9,2013-14,Poverty,Poverty,79262,11476,67786,85.5,505,184,36.4
1,9,2014-15,Poverty,Not Poverty,32849,1972,30877,94.0,205,24,11.7
1,9,2014-15,Poverty,Poverty,74137,10752,63385,85.5,478,178,37.2
1,9,2015-16,Poverty,Not Poverty,34541,1933,32608,94.4,217,28,12.9
1,9,2015-16,Poverty,Poverty,72979,7536,65443,89.7,460,124,27.0
1,9,2016-17,Poverty,Not Poverty,37895,1970,35925,94.8,236,21,8.9
1,9,2016-17,Poverty,Poverty,70560,7121,63439,89.9,446,115,25.8
1,9,2017-18,Poverty,Not Poverty,40878,1833,39045,95.5,254,15,5.9
1,9,2017-18,Poverty,Poverty,78153,7209,70944,90.8,506,127,25.1
1,9,2018-19,Poverty,Not Poverty,49745,2949,46796,94.1,322,42,13.0
1,9,2018-19,Poverty,Poverty,78581,8165,70416,89.6,508,139,27.4
1,10,2013-14,Poverty,Not Poverty,57384,4729,52655,91.8,405,87,21.5
1,10,2013-14,Poverty,Poverty,104802,17483,87319,83.3,723,315,43.6
1,10,2014-15,Poverty,Not Poverty,57458,5928,51530,89.7,402,112,27.9
1,10,2014-15,Poverty,Poverty,105036,17619,87417,83.2,700,324,46.3
1,10,2015-16,Poverty,Not Poverty,62838,8158,54680,87.0,446,144,32.3
1,10,2015-16,Poverty,Poverty,90325,17021,73304,81.2,609,290,47.6
1,10,2016-17,Poverty,Not Poverty,65521,7750,57771,88.2,473,142,30.0
1,10,2016-17,Poverty,Poverty,91734,13161,78573,85.7,626,247,39.5
1,10,2017-18,Poverty,Not Poverty,46045,4173,41872,90.9,301,65,21.6
1,10,2017-18,Poverty,Poverty,102675,18446,84229,82.0,696,325,46.7
1,10,2018-19,Poverty,Not Poverty,50665,4881,45784,90.4,324,76,23.5
1,10,2018-19,Poverty,Poverty,91838,15154,76684,83.5,625,287,45.9
1,11,2013-14,Poverty,Not Poverty,60664,6903,53761,88.6,393,116,29.5
1,11,2013-14,Poverty,Poverty,85003,13653,71350,83.9,554,236,42.6
1,11,2014-15,Poverty,Not Poverty,55474,5355,50119,90.3,351,89,25.4
1,11,2014-15,Poverty,Poverty,84911,11026,73885,87.0,550,206,37.5
1,11,2015-16,Poverty,Not Poverty,53218,6964,46254,86.9,348,125,35.9
1,11,2015-16,Poverty,Poverty,81993,12512,69481,84.7,532,224,42.1
1,11,2016-17,Poverty,Not Poverty,51436,5781,45655,88.8,346,116,33.5
1,11,2016-17,Poverty,Poverty,76543,10903,65640,85.8,504,211,41.9
1,11,2017-18,Poverty,Not Poverty,42282,4572,37710,89.2,272,67,24.6
1,11,2017-18,Poverty,Poverty,98619,13996,84623,85.8,650,258,39.7
1,11,2018-19,Poverty,Not Poverty,42713,3868,38845,90.9,271,57,21.0
1,11,2018-19,Poverty,Poverty,83069,12140,70929,85.4,531,213,40.1
1,12,2013-14,Poverty,Not Poverty,57435,8604,48831,85.0,382,142,37.2
1,12,2013-14,Poverty,Poverty,85537,18589,66948,78.3,573,343,59.9
1,12,2014-15,Poverty,Not Poverty,59530,7966,51564,86.6,389,154,39.6
1,12,2014-15,Poverty,Poverty,85445,15151,70294,82.3,564,298,52.8
1,12,2015-16,Poverty,Not Poverty,59499,9671,49828,83.7,398,195,49.0
1,12,2015-16,Poverty,Poverty,86019,16415,69604,80.9,580,317,54.7
1,12,2016-17,Poverty,Not Poverty,49600,7643,41957,84.6,335,142,42.4
1,12,2016-17,Poverty,Poverty,81984,14714,67270,82.1,560,303,54.1
1,12,2017-18,Poverty,Not Poverty,39554,4943,34611,87.5,253,92,36.4
1,12,2017-18,Poverty,Poverty,88498,16192,72306,81.7,597,333,55.8
1,12,2018-19,Poverty,Not Poverty,44703,7078,37625,84.2,285,112,39.3
1,12,2018-19,Poverty,Poverty,107656,21707,85949,79.8,705,378,53.6
2,All Grades,2013-14,Poverty,Not Poverty,4640608,300189,4340419,93.5,27536,4218,15.3
2,All Grades,2013-14,Poverty,Poverty,5815167,653201,5161966,88.8,36003,11904,33.1
2,All Grades,2014-15,Poverty,Not Poverty,4899558,299550,4600008,93.9,28687,4155,14.5
2,All Grades,2014-15,Poverty,Poverty,5731295,591727,5139568,89.7,34990,10742,30.7
2,All Grades,2015-16,Poverty,Not Poverty,4959477,314675,4644802,93.7,29566,4310,14.6
2,All Grades,2015-16,Poverty,Poverty,5433234,583757,4849477,89.3,33744,10689,31.7
2,All Grades,2016-17,Poverty,Not Poverty,5031903,320947,4710956,93.6,30287,4380,14.5
2,All Grades,2016-17,Poverty,Poverty,5271367,576182,4695185,89.1,33064,10707,32.4
2,All Grades,2017-18,Poverty,Not Poverty,4753751,271381,4482370,94.3,28273,3664,13.0
2,All Grades,2017-18,Poverty,Poverty,5676797,655194,5021603,88.5,35500,12058,34.0
2,All Grades,2018-19,Poverty,Not Poverty,4932111,277539,4654572,94.4,29163,3774,12.9
2,All Grades,2018-19,Poverty,Poverty,5503827,623467,4880360,88.7,34075,11614,34.1
2,PK in K-12 Schools,2013-14,Poverty,Not Poverty,105224,7579,97645,92.8,624,143,22.9
2,PK in K-12 Schools,2013-14,Poverty,Poverty,51906,4624,47282,91.1,317,98,30.9
2,PK in K-12 Schools,2014-15,Poverty,Not Poverty,139464,9999,129465,92.8,815,188,23.1
2,PK in K-12 Schools,2014-15,Poverty,Poverty,48864,4553,44311,90.7,299,105,35.1
2,PK in K-12 Schools,2015-16,Poverty,Not Poverty,144729,9030,135699,93.8,850,150,17.6
2,PK in K-12 Schools,2015-16,Poverty,Poverty,44179,3935,40244,91.1,275,104,37.8
2,PK in K-12 Schools,2016-17,Poverty,Not Poverty,153586,9784,143802,93.6,905,160,17.7
2,PK in K-12 Schools,2016-17,Poverty,Poverty,53197,4997,48200,90.6,335,126,37.6
2,PK in K-12 Schools,2017-18,Poverty,Not Poverty,170875,10449,160426,93.9,1003,158,15.8
2,PK in K-12 Schools,2017-18,Poverty,Poverty,54713,5536,49177,89.9,348,130,37.4
2,PK in K-12 Schools,2018-19,Poverty,Not Poverty,182740,11785,170955,93.6,1073,194,18.1
2,PK in K-12 Schools,2018-19,Poverty,Poverty,53601,5038,48563,90.6,333,125,37.5
2,0K,2013-14,Poverty,Not Poverty,398705,19120,379585,95.2,2295,209,9.1
2,0K,2013-14,Poverty,Poverty,158258,10860,147398,93.1,940,218,23.2
2,0K,2014-15,Poverty,Not Poverty,408705,19249,389456,95.3,2323,187,8.0
2,0K,2014-15,Poverty,Poverty,161592,10992,150600,93.2,955,244,25.5
2,0K,2015-16,Poverty,Not Poverty,402411,20042,382369,95.0,2342,232,9.9
2,0K,2015-16,Poverty,Poverty,130311,8652,121659,93.4,780,197,25.3
2,0K,2016-17,Poverty,Not Poverty,414565,21737,392828,94.8,2421,282,11.6
2,0K,2016-17,Poverty,Poverty,118958,8790,110168,92.6,745,207,27.8
2,0K,2017-18,Poverty,Not Poverty,409250,21432,387818,94.8,2376,282,11.9
2,0K,2017-18,Poverty,Poverty,161899,12577,149322,92.2,983,286,29.1
2,0K,2018-19,Poverty,Not Poverty,399193,21812,377381,94.5,2325,300,12.9
2,0K,2018-19,Poverty,Poverty,139647,10442,129205,92.5,850,249,29.3
2,1,2013-14,Poverty,Not Poverty,397867,16954,380913,95.7,2269,161,7.1
2,1,2013-14,Poverty,Poverty,180790,9287,171503,94.9,1061,175,16.5
2,1,2014-15,Poverty,Not Poverty,395243,16073,379170,95.9,2232,124,5.6
2,1,2014-15,Poverty,Poverty,161667,8670,152997,94.6,943,179,19.0
2,1,2015-16,Poverty,Not Poverty,382324,15817,366507,95.9,2198,136,6.2
2,1,2015-16,Poverty,Poverty,144293,8029,136264,94.4,859,172,20.0
2,1,2016-17,Poverty,Not Poverty,385099,16980,368119,95.6,2241,154,6.9
2,1,2016-17,Poverty,Poverty,128158,7811,120347,93.9,779,169,21.7
2,1,2017-18,Poverty,Not Poverty,373075,16153,356922,95.7,2156,162,7.5
2,1,2017-18,Poverty,Poverty,151584,8991,142593,94.1,912,193,21.2
2,1,2018-19,Poverty,Not Poverty,392765,17289,375476,95.6,2266,166,7.3
2,1,2018-19,Poverty,Poverty,154864,10260,144604,93.4,941,229,24.3
2,2,2013-14,Poverty,Not Poverty,365968,13743,352225,96.2,2079,105,5.1
2,2,2013-14,Poverty,Poverty,174861,8176,166685,95.3,1023,151,14.8
2,2,2014-15,Poverty,Not Poverty,383244,14445,368799,96.2,2160,112,5.2
2,2,2014-15,Poverty,Poverty,177287,7751,169536,95.6,1021,139,13.6
2,2,2015-16,Poverty,Not Poverty,368808,14555,354253,96.1,2121,133,6.3
2,2,2015-16,Poverty,Poverty,146219,7100,139119,95.1,860,146,17.0
2,2,2016-17,Poverty,Not Poverty,357274,14418,342856,96.0,2086,98,4.7
2,2,2016-17,Poverty,Poverty,140916,7669,133247,94.6,837,157,18.8
2,2,2017-18,Poverty,Not Poverty,352736,13985,338751,96.0,2037,114,5.6
2,2,2017-18,Poverty,Poverty,158016,8752,149264,94.5,946,178,18.8
2,2,2018-19,Poverty,Not Poverty,351045,14534,336511,95.9,2022,121,6.0
2,2,2018-19,Poverty,Poverty,152812,8540,144272,94.4,906,179,19.8
2,3,2013-14,Poverty,Not Poverty,338325,11596,326729,96.6,1919,83,4.3
2,3,2013-14,Poverty,Poverty,174152,7634,166518,95.6,1002,133,13.3
2,3,2014-15,Poverty,Not Poverty,351068,12031,339037,96.6,1970,101,5.1
2,3,2014-15,Poverty,Poverty,176901,7192,169709,95.9,1009,120,11.9
2,3,2015-16,Poverty,Not Poverty,361265,13178,348087,96.4,2069,93,4.5
2,3,2015-16,Poverty,Poverty,165065,6628,158437,96.0,962,120,12.5
2,3,2016-17,Poverty,Not Poverty,357132,13983,343149,96.1,2067,104,5.0
2,3,2016-17,Poverty,Poverty,135789,6793,128996,95.0,809,150,18.5
2,3,2017-18,Poverty,Not Poverty,321661,12133,309528,96.2,1850,90,4.9
2,3,2017-18,Poverty,Poverty,167665,8736,158929,94.8,989,178,18.0
2,3,2018-19,Poverty,Not Poverty,330351,12588,317763,96.2,1903,104,5.5
2,3,2018-19,Poverty,Poverty,161081,8582,152499,94.7,941,174,18.5
2,4,2013-14,Poverty,Not Poverty,303729,7991,295738,97.4,1727,48,2.8
2,4,2013-14,Poverty,Poverty,172558,7581,164977,95.6,990,143,14.4
2,4,2014-15,Poverty,Not Poverty,340440,8962,331478,97.4,1908,51,2.7
2,4,2014-15,Poverty,Poverty,176176,6537,169639,96.3,1003,110,11.0
2,4,2015-16,Poverty,Not Poverty,343669,9660,334009,97.2,1977,69,3.5
2,4,2015-16,Poverty,Poverty,168224,5978,162246,96.4,973,109,11.2
2,4,2016-17,Poverty,Not Poverty,351941,9767,342174,97.2,2050,75,3.7
2,4,2016-17,Poverty,Poverty,163449,6531,156918,96.0,962,126,13.1
2,4,2017-18,Poverty,Not Poverty,324833,8704,316129,97.3,1869,65,3.5
2,4,2017-18,Poverty,Poverty,168983,8056,160927,95.2,996,162,16.3
2,4,2018-19,Poverty,Not Poverty,313874,7979,305895,97.5,1803,59,3.3
2,4,2018-19,Poverty,Poverty,169339,8126,161213,95.2,991,173,17.5
2,5,2013-14,Poverty,Not Poverty,282837,9321,273516,96.7,1600,67,4.2
2,5,2013-14,Poverty,Poverty,185125,7880,177245,95.7,1055,125,11.8
2,5,2014-15,Poverty,Not Poverty,300915,9275,291640,96.9,1682,64,3.8
2,5,2014-15,Poverty,Poverty,169795,6586,163209,96.1,958,112,11.7
2,5,2015-16,Poverty,Not Poverty,320516,10572,309944,96.7,1826,69,3.8
2,5,2015-16,Poverty,Poverty,170990,6370,164620,96.3,984,110,11.2
2,5,2016-17,Poverty,Not Poverty,324217,11374,312843,96.5,1875,100,5.3
2,5,2016-17,Poverty,Poverty,160617,6904,153713,95.7,937,130,13.9
2,5,2017-18,Poverty,Not Poverty,316234,11087,305147,96.5,1805,91,5.0
2,5,2017-18,Poverty,Poverty,194039,8265,185774,95.7,1133,162,14.3
2,5,2018-19,Poverty,Not Poverty,309268,11817,297451,96.2,1764,92,5.2
2,5,2018-19,Poverty,Poverty,171779,8214,163565,95.2,993,169,17.0
2,6,2013-14,Poverty,Not Poverty,229879,6938,222941,97.0,1305,47,3.6
2,6,2013-14,Poverty,Poverty,199541,8349,191192,95.8,1151,145,12.6
2,6,2014-15,Poverty,Not Poverty,255206,7442,247764,97.1,1433,59,4.1
2,6,2014-15,Poverty,Poverty,197855,7322,190533,96.3,1121,109,9.7
2,6,2015-16,Poverty,Not Poverty,269450,8068,261382,97.0,1540,48,3.1
2,6,2015-16,Poverty,Poverty,184478,6744,177734,96.3,1068,125,11.7
2,6,2016-17,Poverty,Not Poverty,288059,9686,278373,96.6,1666,65,3.9
2,6,2016-17,Poverty,Poverty,180903,6899,174004,96.2,1067,122,11.4
2,6,2017-18,Poverty,Not Poverty,289646,9418,280228,96.7,1661,72,4.3
2,6,2017-18,Poverty,Poverty,198488,8649,189839,95.6,1155,166,14.4
2,6,2018-19,Poverty,Not Poverty,305980,10744,295236,96.5,1745,89,5.1
2,6,2018-19,Poverty,Poverty,194003,8339,185664,95.7,1123,165,14.7
2,7,2013-14,Poverty,Not Poverty,215622,6444,209178,97.0,1224,50,4.1
2,7,2013-14,Poverty,Poverty,201607,9334,192273,95.4,1153,161,14.0
2,7,2014-15,Poverty,Not Poverty,233690,5701,227989,97.6,1309,42,3.2
2,7,2014-15,Poverty,Poverty,199902,8077,191825,96.0,1130,140,12.4
2,7,2015-16,Poverty,Not Poverty,241559,6565,234994,97.3,1376,47,3.4
2,7,2015-16,Poverty,Poverty,196378,6838,189540,96.5,1129,117,10.4
2,7,2016-17,Poverty,Not Poverty,271011,7501,263510,97.2,1566,68,4.3
2,7,2016-17,Poverty,Poverty,174809,6698,168111,96.2,1022,116,11.4
2,7,2017-18,Poverty,Not Poverty,268923,6734,262189,97.5,1544,52,3.4
2,7,2017-18,Poverty,Poverty,190327,7606,182721,96.0,1097,140,12.8
2,7,2018-19,Poverty,Not Poverty,290530,6913,283617,97.6,1663,58,3.5
2,7,2018-19,Poverty,Poverty,188249,8119,180130,95.7,1084,140,12.9
2,8,2013-14,Poverty,Not Poverty,220085,9460,210625,95.7,1254,105,8.4
2,8,2013-14,Poverty,Poverty,222068,12063,210005,94.6,1273,196,15.4
2,8,2014-15,Poverty,Not Poverty,223458,9543,213915,95.7,1257,99,7.9
2,8,2014-15,Poverty,Poverty,196265,9823,186442,95.0,1103,165,15.0
2,8,2015-16,Poverty,Not Poverty,236807,9925,226882,95.8,1347,94,7.0
2,8,2015-16,Poverty,Poverty,192385,10502,181883,94.5,1106,186,16.8
2,8,2016-17,Poverty,Not Poverty,251817,11128,240689,95.6,1454,118,8.1
2,8,2016-17,Poverty,Poverty,183260,9801,173459,94.7,1059,159,15.0
2,8,2017-18,Poverty,Not Poverty,263860,11297,252563,95.7,1504,108,7.2
2,8,2017-18,Poverty,Poverty,189094,9457,179637,95.0,1090,166,15.2
2,8,2018-19,Poverty,Not Poverty,270928,11548,259380,95.7,1542,113,7.3
2,8,2018-19,Poverty,Poverty,190515,9951,180564,94.8,1098,175,15.9
2,9,2013-14,Poverty,Not Poverty,456914,41865,415049,90.8,2869,648,22.6
2,9,2013-14,Poverty,Poverty,1141057,163971,977086,85.6,7201,2677,37.2
2,9,2014-15,Poverty,Not Poverty,483446,36995,446451,92.3,2977,536,18.0
2,9,2014-15,Poverty,Poverty,1153383,143112,1010271,87.6,7162,2319,32.4
2,9,2015-16,Poverty,Not Poverty,477108,40041,437067,91.6,2988,564,18.9
2,9,2015-16,Poverty,Poverty,1100742,144168,956574,86.9,6997,2409,34.4
2,9,2016-17,Poverty,Not Poverty,490434,38172,452262,92.2,3109,554,17.8
2,9,2016-17,Poverty,Poverty,1105128,141047,964081,87.2,7075,2415,34.1
2,9,2017-18,Poverty,Not Poverty,433936,28701,405235,93.4,2738,406,14.8
2,9,2017-18,Poverty,Poverty,1067943,140829,927114,86.8,6858,2421,35.3
2,9,2018-19,Poverty,Not Poverty,471980,29364,442616,93.8,2924,419,14.3
2,9,2018-19,Poverty,Poverty,1074589,137359,937230,87.2,6784,2337,34.4
2,10,2013-14,Poverty,Not Poverty,480349,47640,432709,90.1,3028,779,25.7
2,10,2013-14,Poverty,Poverty,1116900,149112,967788,86.6,7090,2651,37.4
2,10,2014-15,Poverty,Not Poverty,497696,47944,449752,90.4,3101,787,25.4
2,10,2014-15,Poverty,Poverty,1076233,136918,939315,87.3,6805,2511,36.9
2,10,2015-16,Poverty,Not Poverty,506877,45385,461492,91.0,3196,749,23.4
2,10,2015-16,Poverty,Poverty,1042234,127928,914306,87.7,6664,2286,34.3
2,10,2016-17,Poverty,Not Poverty,476451,43305,433146,90.9,3048,702,23.0
2,10,2016-17,Poverty,Poverty,990071,122267,867804,87.7,6363,2255,35.4
2,10,2017-18,Poverty,Not Poverty,436529,34438,402091,92.1,2763,533,19.3
2,10,2017-18,Poverty,Poverty,1093191,145044,948147,86.7,7019,2625,37.4
2,10,2018-19,Poverty,Not Poverty,464412,36003,428409,92.2,2899,578,19.9
2,10,2018-19,Poverty,Poverty,998169,127960,870209,87.2,6359,2394,37.6
2,11,2013-14,Poverty,Not Poverty,414344,41151,373193,90.1,2601,683,26.3
2,11,2013-14,Poverty,Poverty,900605,107298,793307,88.1,5694,2064,36.2
2,11,2014-15,Poverty,Not Poverty,464365,43812,420553,90.6,2874,744,25.9
2,11,2014-15,Poverty,Poverty,937073,102356,834717,89.1,5804,1908,32.9
2,11,2015-16,Poverty,Not Poverty,448302,43996,404306,90.2,2821,717,25.4
2,11,2015-16,Poverty,Poverty,863711,101773,761938,88.2,5428,1872,34.5
2,11,2016-17,Poverty,Not Poverty,468271,47303,420968,89.9,2980,774,26.0
2,11,2016-17,Poverty,Poverty,904968,107497,797471,88.1,5751,1941,33.8
2,11,2017-18,Poverty,Not Poverty,387756,34561,353195,91.1,2426,550,22.7
2,11,2017-18,Poverty,Poverty,946508,121172,825336,87.2,5992,2179,36.4
2,11,2018-19,Poverty,Not Poverty,448195,35443,412752,92.1,2756,585,21.2
2,11,2018-19,Poverty,Poverty,934495,118830,815665,87.3,5810,2101,36.2
2,12,2013-14,Poverty,Not Poverty,430760,60387,370373,86.0,2742,1090,39.8
2,12,2013-14,Poverty,Poverty,935739,147032,788707,84.3,6053,2967,49.0
2,12,2014-15,Poverty,Not Poverty,422618,58079,364539,86.3,2646,1061,40.1
2,12,2014-15,Poverty,Poverty,898302,131838,766464,85.3,5677,2581,45.5
2,12,2015-16,Poverty,Not Poverty,455652,67841,387811,85.1,2915,1209,41.5
2,12,2015-16,Poverty,Poverty,884025,139112,744913,84.3,5659,2736,48.3
2,12,2016-17,Poverty,Not Poverty,442046,65809,376237,85.1,2819,1126,39.9
2,12,2016-17,Poverty,Poverty,831144,132478,698666,84.1,5323,2634,49.5
2,12,2017-18,Poverty,Not Poverty,404437,52289,352148,87.1,2541,981,38.6
2,12,2017-18,Poverty,Poverty,934347,161524,772823,82.7,5982,3072,51.4
2,12,2018-19,Poverty,Not Poverty,400850,49720,351130,87.6,2478,896,36.2
2,12,2018-19,Poverty,Poverty,920684,153707,766977,83.3,5862,3004,51.2
3,All Grades,2013-14,Poverty,Not Poverty,1852396,93845,1758551,94.9,10816,1120,10.4
3,All Grades,2013-14,Poverty,Poverty,2049990,231962,1818028,88.7,12528,4569,36.5
3,All Grades,2014-15,Poverty,Not Poverty,1937456,97119,1840337,95.0,11188,1096,9.8
3,All Grades,2014-15,Poverty,Poverty,1972281,224759,1747522,88.6,11862,4247,35.8
3,All Grades,2015-16,Poverty,Not Poverty,1961759,102739,1859020,94.8,11597,1312,11.3
3,All Grades,2015-16,Poverty,Poverty,1829431,210135,1619296,88.5,11284,4142,36.7
3,All Grades,2016-17,Poverty,Not Poverty,1955000,99824,1855176,94.9,11636,1157,9.9
3,All Grades,2016-17,Poverty,Poverty,1757785,195274,1562511,88.9,10989,4020,36.6
3,All Grades,2017-18,Poverty,Not Poverty,1919285,86828,1832457,95.5,11337,1039,9.2
3,All Grades,2017-18,Poverty,Poverty,1848720,208222,1640498,88.7,11438,4256,37.2
3,All Grades,2018-19,Poverty,Not Poverty,1947903,90142,1857761,95.4,11418,1076,9.4
3,All Grades,2018-19,Poverty,Poverty,1839388,204793,1634595,88.9,11318,4138,36.6
3,PK in K-12 Schools,2013-14,Poverty,Not Poverty,38003,2798,35205,92.6,226,51,22.6
3,PK in K-12 Schools,2013-14,Poverty,Poverty,42939,5672,37267,86.8,263,145,55.1
3,PK in K-12 Schools,2014-15,Poverty,Not Poverty,39392,2777,36615,93.0,230,54,23.5
3,PK in K-12 Schools,2014-15,Poverty,Poverty,46722,6522,40200,86.0,282,167,59.2
